customer_key,customer_id,country,region,credit_score_band,acquisition_channel
1389,CUS-001389,Germany,Hesse,Poor,Installer Referral
1390,CUS-001390,Germany,North Rhine-Westphalia,Fair,Direct Sales
1391,CUS-001391,Austria,Upper Austria,Fair,Installer Referral
1392,CUS-001392,Germany,Berlin,Excellent,Online
1393,CUS-001393,Austria,Vienna,Fair,Partner Bank
1394,CUS-001394,Germany,North Rhine-Westphalia,Good,Online
1395,CUS-001395,Germany,Hesse,Good,Partner Bank
1396,CUS-001396,Germany,Baden-Württemberg,Excellent,Direct Sales
1397,CUS-001397,Germany,Lower Saxony,Good,Installer Referral
1398,CUS-001398,Germany,Bavaria,Excellent,Online
1399,CUS-001399,Germany,Lower Saxony,Fair,Partner Bank
1400,CUS-001400,Germany,Baden-Württemberg,Good,Installer Referral
1401,CUS-001401,Germany,Lower Saxony,Good,Partner Bank
1402,CUS-001402,Germany,Berlin,Fair,Installer Referral
1403,CUS-001403,Germany,Berlin,Poor,Installer Referral
1404,CUS-001404,Germany,Bavaria,Fair,Installer Referral
1405,CUS-001405,Germany,Bavaria,Fair,Installer Referral
1406,CUS-001406,Austria,Upper Austria,Excellent,Installer Referral
1407,CUS-001407,Germany,Hesse,Fair,Direct Sales
1408,CUS-001408,Netherlands,North Brabant,Excellent,Marketplace
1409,CUS-001409,Germany,Hesse,Excellent,Partner Bank
1410,CUS-001410,Austria,Styria,Fair,Installer Referral
1411,CUS-001411,Germany,North Rhine-Westphalia,Good,Online
1412,CUS-001412,Netherlands,North Brabant,Good,Marketplace
1413,CUS-001413,Austria,Styria,Poor,Partner Bank
1414,CUS-001414,Germany,North Rhine-Westphalia,Fair,Installer Referral
1415,CUS-001415,Germany,Lower Saxony,Good,Installer Referral
1416,CUS-001416,Netherlands,South Holland,Excellent,Installer Referral
1417,CUS-001417,Netherlands,North Holland,Fair,Installer Referral
1418,CUS-001418,Germany,North Rhine-Westphalia,Good,Online
1419,CUS-001419,Germany,Bavaria,Poor,Partner Bank
1420,CUS-001420,Germany,Bavaria,Excellent,Partner Bank
1421,CUS-001421,Austria,Vienna,Poor,Installer Referral
1422,CUS-001422,Germany,Bavaria,Fair,Installer Referral
1423,CUS-001423,Austria,Upper Austria,Fair,Online
1424,CUS-001424,Netherlands,South Holland,Good,Online
1425,CUS-001425,Austria,Vienna,Good,Installer Referral
1426,CUS-001426,Netherlands,South Holland,Excellent,Online
1427,CUS-001427,Netherlands,South Holland,Fair,Online
1428,CUS-001428,Germany,Berlin,Excellent,Online
1429,CUS-001429,Netherlands,North Holland,Fair,Partner Bank
1430,CUS-001430,Germany,North Rhine-Westphalia,Excellent,Installer Referral
1431,CUS-001431,Germany,North Rhine-Westphalia,Good,Installer Referral
1432,CUS-001432,Germany,Berlin,Good,Installer Referral
1433,CUS-001433,Germany,Berlin,Excellent,Installer Referral
1434,CUS-001434,Germany,Hesse,Good,Installer Referral
1435,CUS-001435,Austria,Styria,Good,Online
1436,CUS-001436,Austria,Upper Austria,Poor,Installer Referral
1437,CUS-001437,Germany,Baden-Württemberg,Fair,Installer Referral
1438,CUS-001438,Germany,Berlin,Fair,Online
1439,CUS-001439,Germany,Hesse,Excellent,Online
1440,CUS-001440,Netherlands,North Holland,Fair,Online
1441,CUS-001441,Germany,Hesse,Excellent,Partner Bank
1442,CUS-001442,Germany,North Rhine-Westphalia,Fair,Direct Sales
1443,CUS-001443,Austria,Vienna,Good,Installer Referral
1444,CUS-001444,Germany,Bavaria,Excellent,Online
1445,CUS-001445,Germany,Bavaria,Fair,Online
1446,CUS-001446,Austria,Styria,Fair,Installer Referral
1447,CUS-001447,Netherlands,North Brabant,Good,Installer Referral
1448,CUS-001448,Netherlands,North Holland,Fair,Online
1449,CUS-001449,Germany,Bavaria,Good,Partner Bank
1450,CUS-001450,Germany,Baden-Württemberg,Fair,Online
1451,CUS-001451,Netherlands,North Holland,Excellent,Partner Bank
1452,CUS-001452,Germany,Lower Saxony,Fair,Installer Referral
1453,CUS-001453,Germany,Bavaria,Excellent,Marketplace
1454,CUS-001454,Austria,Styria,Poor,Online
1455,CUS-001455,Austria,Upper Austria,Fair,Installer Referral
1456,CUS-001456,Germany,Hesse,Good,Installer Referral
1457,CUS-001457,Germany,Berlin,Excellent,Installer Referral
1458,CUS-001458,Germany,Bavaria,Fair,Partner Bank
1459,CUS-001459,Germany,Bavaria,Fair,Installer Referral
1460,CUS-001460,Netherlands,North Holland,Fair,Direct Sales
1461,CUS-001461,Netherlands,North Brabant,Good,Partner Bank
1462,CUS-001462,Germany,Baden-Württemberg,Excellent,Installer Referral
1463,CUS-001463,Germany,Lower Saxony,Good,Installer Referral
1464,CUS-001464,Netherlands,North Holland,Fair,Installer Referral
1465,CUS-001465,Germany,Baden-Württemberg,Fair,Direct Sales
1466,CUS-001466,Germany,Bavaria,Fair,Marketplace
1467,CUS-001467,Germany,Bavaria,Good,Installer Referral
1468,CUS-001468,Austria,Styria,Good,Online
1469,CUS-001469,Germany,Berlin,Fair,Installer Referral
1470,CUS-001470,Austria,Upper Austria,Good,Installer Referral
1471,CUS-001471,Germany,North Rhine-Westphalia,Good,Installer Referral
1472,CUS-001472,Germany,Lower Saxony,Excellent,Online
1473,CUS-001473,Germany,Hesse,Good,Installer Referral
1474,CUS-001474,Germany,Berlin,Excellent,Installer Referral
1475,CUS-001475,Germany,Baden-Württemberg,Excellent,Partner Bank
1476,CUS-001476,Germany,North Rhine-Westphalia,Excellent,Online
1477,CUS-001477,Germany,Baden-Württemberg,Good,Installer Referral
1478,CUS-001478,Germany,Berlin,Poor,Direct Sales
1479,CUS-001479,Germany,Hesse,Poor,Installer Referral
1480,CUS-001480,Austria,Upper Austria,Poor,Installer Referral
1481,CUS-001481,Germany,Lower Saxony,Good,Partner Bank
1482,CUS-001482,Austria,Vienna,Good,Online
1483,CUS-001483,Germany,Hesse,Poor,Direct Sales
1484,CUS-001484,Austria,Upper Austria,Poor,Installer Referral
1485,CUS-001485,Germany,Hesse,Excellent,Online
1486,CUS-001486,Germany,Berlin,Fair,Online
1487,CUS-001487,Germany,Hesse,Fair,Partner Bank
1488,CUS-001488,Germany,North Rhine-Westphalia,Excellent,Installer Referral
1489,CUS-001489,Germany,Bavaria,Excellent,Partner Bank
1490,CUS-001490,Germany,Lower Saxony,Poor,Partner Bank
1491,CUS-001491,Germany,Lower Saxony,Good,Installer Referral
1492,CUS-001492,Austria,Vienna,Fair,Installer Referral
1493,CUS-001493,Germany,Berlin,Excellent,Online
1494,CUS-001494,Germany,Berlin,Good,Installer Referral
1495,CUS-001495,Germany,Baden-Württemberg,Fair,Online
1496,CUS-001496,Germany,North Rhine-Westphalia,Fair,Installer Referral
1497,CUS-001497,Austria,Styria,Poor,Online
1498,CUS-001498,Netherlands,South Holland,Poor,Installer Referral
1499,CUS-001499,Germany,Hesse,Excellent,Installer Referral
1500,CUS-001500,Germany,Berlin,Excellent,Partner Bank
1501,CUS-001501,Germany,Baden-Württemberg,Good,Installer Referral
1502,CUS-001502,Germany,Hesse,Poor,Partner Bank
1503,CUS-001503,Austria,Vienna,Good,Direct Sales
1504,CUS-001504,Germany,Lower Saxony,Good,Installer Referral
1505,CUS-001505,Germany,Lower Saxony,Good,Direct Sales
1506,CUS-001506,Germany,Hesse,Fair,Online
1507,CUS-001507,Germany,Hesse,Good,Partner Bank
1508,CUS-001508,Germany,Bavaria,Excellent,Direct Sales
1509,CUS-001509,Germany,Lower Saxony,Poor,Installer Referral
1510,CUS-001510,Netherlands,North Holland,Excellent,Installer Referral
1511,CUS-001511,Germany,North Rhine-Westphalia,Poor,Online
1512,CUS-001512,Germany,Baden-Württemberg,Good,Partner Bank
1513,CUS-001513,Netherlands,South Holland,Good,Online
1514,CUS-001514,Germany,Baden-Württemberg,Excellent,Installer Referral
1515,CUS-001515,Austria,Styria,Fair,Online
1516,CUS-001516,Germany,Berlin,Fair,Online
1517,CUS-001517,Germany,Hesse,Fair,Online
1518,CUS-001518,Germany,North Rhine-Westphalia,Poor,Installer Referral
1519,CUS-001519,Austria,Vienna,Good,Marketplace
1520,CUS-001520,Austria,Vienna,Excellent,Installer Referral
1521,CUS-001521,Netherlands,North Brabant,Poor,Partner Bank
1522,CUS-001522,Germany,North Rhine-Westphalia,Fair,Partner Bank
1523,CUS-001523,Germany,North Rhine-Westphalia,Excellent,Installer Referral
1524,CUS-001524,Netherlands,North Brabant,Excellent,Installer Referral
1525,CUS-001525,Germany,Hesse,Fair,Partner Bank
1526,CUS-001526,Netherlands,North Holland,Good,Online
1527,CUS-001527,Germany,Baden-Württemberg,Excellent,Installer Referral
1528,CUS-001528,Netherlands,North Holland,Poor,Marketplace
1529,CUS-001529,Germany,Berlin,Good,Online
1530,CUS-001530,Germany,Baden-Württemberg,Good,Installer Referral
1531,CUS-001531,Netherlands,North Brabant,Fair,Partner Bank
1532,CUS-001532,Austria,Upper Austria,Good,Installer Referral
1533,CUS-001533,Germany,Bavaria,Excellent,Online
1534,CUS-001534,Germany,Lower Saxony,Fair,Installer Referral
1535,CUS-001535,Germany,Baden-Württemberg,Excellent,Online
1536,CUS-001536,Germany,North Rhine-Westphalia,Fair,Partner Bank
1537,CUS-001537,Germany,Bavaria,Good,Online
1538,CUS-001538,Germany,Bavaria,Poor,Installer Referral
1539,CUS-001539,Germany,Hesse,Fair,Marketplace
1540,CUS-001540,Netherlands,South Holland,Good,Partner Bank
1541,CUS-001541,Germany,Lower Saxony,Good,Installer Referral
1542,CUS-001542,Germany,Lower Saxony,Poor,Installer Referral
1543,CUS-001543,Austria,Upper Austria,Fair,Online
1544,CUS-001544,Germany,North Rhine-Westphalia,Fair,Marketplace
1545,CUS-001545,Germany,Lower Saxony,Excellent,Online
1546,CUS-001546,Germany,North Rhine-Westphalia,Good,Marketplace
1547,CUS-001547,Germany,Baden-Württemberg,Excellent,Marketplace
1548,CUS-001548,Austria,Vienna,Excellent,Online
1549,CUS-001549,Germany,North Rhine-Westphalia,Fair,Partner Bank
1550,CUS-001550,Austria,Vienna,Excellent,Direct Sales
1551,CUS-001551,Germany,Lower Saxony,Excellent,Direct Sales
1552,CUS-001552,Austria,Upper Austria,Good,Partner Bank
1553,CUS-001553,Germany,Bavaria,Excellent,Installer Referral
1554,CUS-001554,Germany,Berlin,Good,Partner Bank
1555,CUS-001555,Austria,Upper Austria,Excellent,Direct Sales
1556,CUS-001556,Germany,Bavaria,Excellent,Installer Referral
1557,CUS-001557,Netherlands,North Holland,Fair,Installer Referral
1558,CUS-001558,Germany,Lower Saxony,Poor,Online
1559,CUS-001559,Germany,Berlin,Fair,Installer Referral
1560,CUS-001560,Austria,Vienna,Fair,Installer Referral
1561,CUS-001561,Germany,Baden-Württemberg,Good,Partner Bank
1562,CUS-001562,Germany,Bavaria,Good,Online
1563,CUS-001563,Netherlands,South Holland,Excellent,Installer Referral
1564,CUS-001564,Germany,Bavaria,Good,Partner Bank
1565,CUS-001565,Germany,Bavaria,Fair,Installer Referral
1566,CUS-001566,Germany,Baden-Württemberg,Fair,Partner Bank
1567,CUS-001567,Germany,Berlin,Fair,Installer Referral
1568,CUS-001568,Germany,Baden-Württemberg,Fair,Installer Referral
1569,CUS-001569,Germany,Baden-Württemberg,Fair,Online
1570,CUS-001570,Netherlands,North Holland,Excellent,Installer Referral
1571,CUS-001571,Germany,North Rhine-Westphalia,Fair,Online
1572,CUS-001572,Germany,Hesse,Fair,Partner Bank
1573,CUS-001573,Austria,Vienna,Good,Direct Sales
1574,CUS-001574,Germany,North Rhine-Westphalia,Poor,Online
1575,CUS-001575,Germany,Baden-Württemberg,Excellent,Online
1576,CUS-001576,Netherlands,North Brabant,Fair,Installer Referral
1577,CUS-001577,Austria,Vienna,Fair,Installer Referral
1578,CUS-001578,Germany,Berlin,Excellent,Installer Referral
1579,CUS-001579,Germany,North Rhine-Westphalia,Poor,Online
1580,CUS-001580,Austria,Vienna,Excellent,Partner Bank
1581,CUS-001581,Austria,Vienna,Excellent,Installer Referral
1582,CUS-001582,Germany,Hesse,Excellent,Installer Referral
1583,CUS-001583,Germany,Bavaria,Good,Installer Referral
1584,CUS-001584,Germany,Bavaria,Poor,Installer Referral
1585,CUS-001585,Netherlands,North Holland,Fair,Installer Referral
1586,CUS-001586,Germany,Berlin,Poor,Marketplace
1587,CUS-001587,Germany,North Rhine-Westphalia,Poor,Partner Bank
1588,CUS-001588,Germany,Hesse,Fair,Installer Referral
1589,CUS-001589,Germany,Bavaria,Good,Partner Bank
1590,CUS-001590,Netherlands,North Holland,Poor,Online
1591,CUS-001591,Netherlands,North Holland,Poor,Marketplace
1592,CUS-001592,Austria,Upper Austria,Good,Online
1593,CUS-001593,Germany,Bavaria,Excellent,Installer Referral
1594,CUS-001594,Germany,North Rhine-Westphalia,Good,Online
1595,CUS-001595,Austria,Upper Austria,Excellent,Installer Referral
1596,CUS-001596,Germany,Baden-Württemberg,Fair,Online
1597,CUS-001597,Germany,Baden-Württemberg,Good,Installer Referral
1598,CUS-001598,Germany,Berlin,Good,Marketplace
1599,CUS-001599,Germany,Hesse,Good,Marketplace
1600,CUS-001600,Germany,Bavaria,Poor,Direct Sales
1601,CUS-001601,Netherlands,South Holland,Excellent,Marketplace
1602,CUS-001602,Germany,Bavaria,Good,Online
1603,CUS-001603,Germany,Bavaria,Excellent,Online
1604,CUS-001604,Germany,Bavaria,Fair,Direct Sales
1605,CUS-001605,Germany,Baden-Württemberg,Poor,Installer Referral
1606,CUS-001606,Germany,Lower Saxony,Excellent,Direct Sales
1607,CUS-001607,Austria,Upper Austria,Fair,Partner Bank
1608,CUS-001608,Germany,Berlin,Poor,Installer Referral
1609,CUS-001609,Germany,Lower Saxony,Poor,Online
1610,CUS-001610,Germany,Lower Saxony,Excellent,Installer Referral
1611,CUS-001611,Germany,Berlin,Poor,Installer Referral
1612,CUS-001612,Austria,Vienna,Good,Installer Referral
1613,CUS-001613,Germany,Hesse,Fair,Installer Referral
1614,CUS-001614,Germany,Bavaria,Fair,Partner Bank
1615,CUS-001615,Germany,Lower Saxony,Fair,Installer Referral
1616,CUS-001616,Germany,Lower Saxony,Good,Online
1617,CUS-001617,Austria,Styria,Good,Marketplace
1618,CUS-001618,Germany,Lower Saxony,Poor,Installer Referral
1619,CUS-001619,Germany,Lower Saxony,Good,Installer Referral
1620,CUS-001620,Germany,Berlin,Poor,Installer Referral
1621,CUS-001621,Austria,Upper Austria,Good,Installer Referral
1622,CUS-001622,Germany,Bavaria,Fair,Online
1623,CUS-001623,Germany,Hesse,Fair,Online
1624,CUS-001624,Austria,Styria,Excellent,Installer Referral
1625,CUS-001625,Germany,Lower Saxony,Fair,Installer Referral
1626,CUS-001626,Netherlands,South Holland,Excellent,Online
1627,CUS-001627,Germany,Baden-Württemberg,Good,Partner Bank
1628,CUS-001628,Germany,Berlin,Good,Installer Referral
1629,CUS-001629,Germany,Baden-Württemberg,Good,Installer Referral
1630,CUS-001630,Germany,North Rhine-Westphalia,Fair,Online
1631,CUS-001631,Netherlands,North Holland,Poor,Installer Referral
1632,CUS-001632,Germany,Hesse,Good,Online
1633,CUS-001633,Austria,Styria,Good,Online
1634,CUS-001634,Germany,Lower Saxony,Fair,Marketplace
1635,CUS-001635,Germany,Lower Saxony,Good,Installer Referral
1636,CUS-001636,Germany,Berlin,Fair,Installer Referral
1637,CUS-001637,Germany,Berlin,Good,Online
1638,CUS-001638,Germany,Lower Saxony,Good,Online
1639,CUS-001639,Netherlands,North Holland,Fair,Online
1640,CUS-001640,Germany,Bavaria,Good,Online
1641,CUS-001641,Austria,Styria,Fair,Installer Referral
1642,CUS-001642,Austria,Vienna,Fair,Installer Referral
1643,CUS-001643,Germany,Hesse,Good,Installer Referral
1644,CUS-001644,Austria,Styria,Fair,Online
1645,CUS-001645,Germany,Berlin,Good,Installer Referral
1646,CUS-001646,Germany,Hesse,Good,Partner Bank
1647,CUS-001647,Germany,Bavaria,Fair,Online
1648,CUS-001648,Germany,Lower Saxony,Good,Marketplace
1649,CUS-001649,Austria,Upper Austria,Good,Online
1650,CUS-001650,Austria,Upper Austria,Poor,Partner Bank
1651,CUS-001651,Germany,North Rhine-Westphalia,Good,Installer Referral
1652,CUS-001652,Germany,Berlin,Fair,Direct Sales
1653,CUS-001653,Germany,Bavaria,Fair,Direct Sales
1654,CUS-001654,Germany,Baden-Württemberg,Fair,Installer Referral
1655,CUS-001655,Germany,Lower Saxony,Good,Installer Referral
1656,CUS-001656,Germany,Baden-Württemberg,Good,Online
1657,CUS-001657,Germany,Berlin,Poor,Installer Referral
1658,CUS-001658,Germany,Bavaria,Good,Direct Sales
1659,CUS-001659,Germany,North Rhine-Westphalia,Fair,Installer Referral
1660,CUS-001660,Austria,Vienna,Excellent,Direct Sales
1661,CUS-001661,Germany,Baden-Württemberg,Poor,Direct Sales
1662,CUS-001662,Germany,Baden-Württemberg,Fair,Direct Sales
1663,CUS-001663,Germany,Berlin,Fair,Installer Referral
1664,CUS-001664,Germany,Hesse,Poor,Online
1665,CUS-001665,Austria,Styria,Good,Direct Sales
1666,CUS-001666,Germany,Bavaria,Fair,Installer Referral
1667,CUS-001667,Austria,Styria,Good,Partner Bank
1668,CUS-001668,Germany,Lower Saxony,Good,Installer Referral
1669,CUS-001669,Germany,Baden-Württemberg,Good,Installer Referral
1670,CUS-001670,Germany,Lower Saxony,Good,Partner Bank
1671,CUS-001671,Germany,Hesse,Good,Partner Bank
1672,CUS-001672,Netherlands,North Holland,Good,Partner Bank
1673,CUS-001673,Austria,Vienna,Fair,Direct Sales
1674,CUS-001674,Germany,Berlin,Fair,Marketplace
1675,CUS-001675,Germany,Berlin,Good,Online
1676,CUS-001676,Germany,Berlin,Good,Direct Sales
1677,CUS-001677,Germany,North Rhine-Westphalia,Poor,Installer Referral
1678,CUS-001678,Netherlands,South Holland,Poor,Direct Sales
1679,CUS-001679,Germany,North Rhine-Westphalia,Good,Direct Sales
1680,CUS-001680,Germany,Lower Saxony,Fair,Direct Sales
1681,CUS-001681,Austria,Upper Austria,Fair,Installer Referral
1682,CUS-001682,Germany,Lower Saxony,Good,Online
1683,CUS-001683,Austria,Styria,Good,Direct Sales
1684,CUS-001684,Germany,North Rhine-Westphalia,Fair,Online
1685,CUS-001685,Germany,Hesse,Fair,Online
1686,CUS-001686,Germany,Berlin,Excellent,Installer Referral
1687,CUS-001687,Germany,Berlin,Good,Online
1688,CUS-001688,Germany,North Rhine-Westphalia,Fair,Installer Referral
1689,CUS-001689,Germany,North Rhine-Westphalia,Good,Partner Bank
1690,CUS-001690,Austria,Styria,Fair,Direct Sales
1691,CUS-001691,Germany,Baden-Württemberg,Good,Direct Sales
1692,CUS-001692,Germany,North Rhine-Westphalia,Fair,Direct Sales
1693,CUS-001693,Austria,Vienna,Excellent,Installer Referral
1694,CUS-001694,Germany,Lower Saxony,Poor,Direct Sales
1695,CUS-001695,Germany,Bavaria,Poor,Online
1696,CUS-001696,Germany,Bavaria,Poor,Installer Referral
1697,CUS-001697,Austria,Vienna,Excellent,Online
1698,CUS-001698,Germany,North Rhine-Westphalia,Excellent,Installer Referral
1699,CUS-001699,Netherlands,North Holland,Excellent,Online
1700,CUS-001700,Austria,Upper Austria,Fair,Online
1701,CUS-001701,Germany,North Rhine-Westphalia,Excellent,Direct Sales
1702,CUS-001702,Austria,Upper Austria,Fair,Installer Referral
1703,CUS-001703,Germany,North Rhine-Westphalia,Fair,Marketplace
1704,CUS-001704,Germany,Berlin,Excellent,Installer Referral
1705,CUS-001705,Austria,Vienna,Good,Installer Referral
1706,CUS-001706,Germany,North Rhine-Westphalia,Good,Partner Bank
1707,CUS-001707,Germany,Bavaria,Good,Direct Sales
1708,CUS-001708,Netherlands,South Holland,Fair,Partner Bank
1709,CUS-001709,Austria,Styria,Fair,Installer Referral
1710,CUS-001710,Germany,Bavaria,Good,Installer Referral
1711,CUS-001711,Netherlands,North Brabant,Poor,Marketplace
1712,CUS-001712,Germany,Berlin,Fair,Installer Referral
1713,CUS-001713,Germany,Lower Saxony,Good,Installer Referral
1714,CUS-001714,Germany,Hesse,Excellent,Installer Referral
1715,CUS-001715,Germany,Lower Saxony,Poor,Direct Sales
1716,CUS-001716,Germany,Baden-Württemberg,Fair,Online
1717,CUS-001717,Germany,Baden-Württemberg,Excellent,Installer Referral
1718,CUS-001718,Austria,Upper Austria,Fair,Marketplace
1719,CUS-001719,Germany,Baden-Württemberg,Fair,Partner Bank
1720,CUS-001720,Germany,Baden-Württemberg,Good,Installer Referral
1721,CUS-001721,Austria,Upper Austria,Fair,Installer Referral
1722,CUS-001722,Austria,Styria,Fair,Online
1723,CUS-001723,Germany,Bavaria,Good,Installer Referral
1724,CUS-001724,Germany,Berlin,Good,Installer Referral
1725,CUS-001725,Austria,Upper Austria,Excellent,Installer Referral
1726,CUS-001726,Austria,Upper Austria,Good,Installer Referral
1727,CUS-001727,Austria,Vienna,Excellent,Installer Referral
1728,CUS-001728,Austria,Vienna,Fair,Partner Bank
1729,CUS-001729,Austria,Styria,Poor,Online
1730,CUS-001730,Germany,Bavaria,Good,Online
1731,CUS-001731,Germany,Bavaria,Good,Online
1732,CUS-001732,Germany,Baden-Württemberg,Excellent,Partner Bank
1733,CUS-001733,Germany,Lower Saxony,Good,Marketplace
1734,CUS-001734,Germany,Baden-Württemberg,Excellent,Installer Referral
1735,CUS-001735,Austria,Styria,Good,Online
1736,CUS-001736,Germany,Berlin,Excellent,Marketplace
1737,CUS-001737,Germany,Lower Saxony,Good,Partner Bank
1738,CUS-001738,Austria,Styria,Excellent,Direct Sales
1739,CUS-001739,Austria,Upper Austria,Good,Installer Referral
1740,CUS-001740,Germany,Hesse,Good,Installer Referral
1741,CUS-001741,Germany,Lower Saxony,Excellent,Direct Sales
1742,CUS-001742,Germany,Lower Saxony,Good,Partner Bank
1743,CUS-001743,Germany,Bavaria,Good,Direct Sales
1744,CUS-001744,Austria,Upper Austria,Poor,Online
1745,CUS-001745,Germany,Bavaria,Fair,Online
1746,CUS-001746,Germany,Lower Saxony,Good,Online
1747,CUS-001747,Germany,Lower Saxony,Fair,Online
1748,CUS-001748,Germany,Lower Saxony,Excellent,Online
1749,CUS-001749,Netherlands,North Brabant,Good,Partner Bank
1750,CUS-001750,Germany,Lower Saxony,Good,Online
1751,CUS-001751,Germany,Lower Saxony,Good,Direct Sales
1752,CUS-001752,Germany,North Rhine-Westphalia,Poor,Partner Bank
1753,CUS-001753,Germany,North Rhine-Westphalia,Good,Installer Referral
1754,CUS-001754,Germany,Bavaria,Poor,Online
1755,CUS-001755,Germany,Lower Saxony,Excellent,Partner Bank
1756,CUS-001756,Germany,Baden-Württemberg,Good,Online
1757,CUS-001757,Austria,Vienna,Excellent,Partner Bank
1758,CUS-001758,Germany,North Rhine-Westphalia,Fair,Installer Referral
1759,CUS-001759,Germany,Berlin,Good,Online
1760,CUS-001760,Germany,Berlin,Good,Direct Sales
1761,CUS-001761,Germany,North Rhine-Westphalia,Good,Installer Referral
1762,CUS-001762,Netherlands,South Holland,Poor,Installer Referral
1763,CUS-001763,Germany,Bavaria,Good,Installer Referral
1764,CUS-001764,Germany,Lower Saxony,Fair,Direct Sales
1765,CUS-001765,Netherlands,North Brabant,Fair,Installer Referral
1766,CUS-001766,Austria,Styria,Good,Partner Bank
1767,CUS-001767,Germany,Lower Saxony,Fair,Installer Referral
1768,CUS-001768,Germany,North Rhine-Westphalia,Excellent,Installer Referral
1769,CUS-001769,Netherlands,North Holland,Good,Online
1770,CUS-001770,Germany,Lower Saxony,Fair,Direct Sales
1771,CUS-001771,Germany,Bavaria,Good,Online
1772,CUS-001772,Germany,Bavaria,Excellent,Direct Sales
1773,CUS-001773,Austria,Upper Austria,Poor,Online
1774,CUS-001774,Austria,Styria,Good,Installer Referral
1775,CUS-001775,Austria,Upper Austria,Excellent,Installer Referral
1776,CUS-001776,Germany,Berlin,Good,Online
1777,CUS-001777,Germany,Hesse,Fair,Online
1778,CUS-001778,Germany,Lower Saxony,Good,Online
1779,CUS-001779,Austria,Styria,Poor,Direct Sales
1780,CUS-001780,Germany,Bavaria,Good,Online
1781,CUS-001781,Germany,Bavaria,Good,Online
1782,CUS-001782,Austria,Vienna,Good,Marketplace
1783,CUS-001783,Germany,Berlin,Good,Installer Referral
1784,CUS-001784,Austria,Upper Austria,Good,Installer Referral
1785,CUS-001785,Germany,Berlin,Good,Online
1786,CUS-001786,Austria,Styria,Good,Direct Sales
1787,CUS-001787,Austria,Upper Austria,Poor,Direct Sales
1788,CUS-001788,Germany,Berlin,Good,Online
1789,CUS-001789,Netherlands,North Holland,Fair,Installer Referral
1790,CUS-001790,Austria,Styria,Good,Installer Referral
1791,CUS-001791,Germany,Lower Saxony,Excellent,Online
1792,CUS-001792,Netherlands,South Holland,Good,Online
1793,CUS-001793,Netherlands,South Holland,Poor,Installer Referral
1794,CUS-001794,Germany,Hesse,Excellent,Installer Referral
1795,CUS-001795,Germany,Hesse,Good,Online
1796,CUS-001796,Germany,Baden-Württemberg,Fair,Partner Bank
1797,CUS-001797,Austria,Styria,Good,Installer Referral
1798,CUS-001798,Germany,Hesse,Fair,Installer Referral
1799,CUS-001799,Germany,Lower Saxony,Fair,Marketplace
1800,CUS-001800,Austria,Vienna,Fair,Online
1801,CUS-001801,Austria,Vienna,Fair,Installer Referral
1802,CUS-001802,Germany,Berlin,Excellent,Installer Referral
1803,CUS-001803,Germany,Berlin,Good,Online
1804,CUS-001804,Germany,Berlin,Poor,Installer Referral
1805,CUS-001805,Germany,North Rhine-Westphalia,Excellent,Installer Referral
1806,CUS-001806,Netherlands,North Holland,Good,Direct Sales
1807,CUS-001807,Germany,Hesse,Excellent,Installer Referral
1808,CUS-001808,Austria,Upper Austria,Good,Partner Bank
1809,CUS-001809,Germany,Hesse,Good,Installer Referral
1810,CUS-001810,Austria,Upper Austria,Poor,Direct Sales
1811,CUS-001811,Netherlands,North Brabant,Fair,Installer Referral
1812,CUS-001812,Germany,North Rhine-Westphalia,Fair,Partner Bank
1813,CUS-001813,Germany,Bavaria,Excellent,Installer Referral
1814,CUS-001814,Netherlands,North Holland,Good,Installer Referral
1815,CUS-001815,Germany,Berlin,Excellent,Online
1816,CUS-001816,Netherlands,North Brabant,Fair,Direct Sales
1817,CUS-001817,Netherlands,South Holland,Good,Partner Bank
1818,CUS-001818,Germany,Baden-Württemberg,Fair,Installer Referral
1819,CUS-001819,Germany,Baden-Württemberg,Poor,Online
1820,CUS-001820,Germany,Lower Saxony,Good,Installer Referral
1821,CUS-001821,Germany,Hesse,Fair,Partner Bank
1822,CUS-001822,Austria,Styria,Good,Installer Referral
1823,CUS-001823,Germany,Bavaria,Good,Installer Referral
1824,CUS-001824,Austria,Vienna,Good,Online
1825,CUS-001825,Germany,Hesse,Fair,Online
1826,CUS-001826,Austria,Vienna,Excellent,Direct Sales
1827,CUS-001827,Germany,Baden-Württemberg,Good,Partner Bank
1828,CUS-001828,Austria,Styria,Excellent,Installer Referral
1829,CUS-001829,Germany,Berlin,Good,Installer Referral
1830,CUS-001830,Austria,Vienna,Good,Online
1831,CUS-001831,Germany,Baden-Württemberg,Poor,Direct Sales
1832,CUS-001832,Netherlands,North Brabant,Fair,Marketplace
1833,CUS-001833,Germany,Hesse,Good,Installer Referral
1834,CUS-001834,Germany,Berlin,Fair,Installer Referral
1835,CUS-001835,Germany,Berlin,Good,Installer Referral
1836,CUS-001836,Germany,Baden-Württemberg,Good,Installer Referral
1837,CUS-001837,Germany,Lower Saxony,Excellent,Installer Referral
1838,CUS-001838,Austria,Upper Austria,Good,Installer Referral
1839,CUS-001839,Germany,Lower Saxony,Fair,Online
1840,CUS-001840,Germany,Baden-Württemberg,Fair,Online
1841,CUS-001841,Netherlands,North Brabant,Poor,Online
